Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Turks and Caicos Islands,TCA,51.2697396500213,51.2871590560834,51.2622584716963,51.193707162243,51.1216056670602,51.0481350281309,50.986946832219,50.9441145119537,50.9043833418423,50.8519645918617,50.7905537240127,50.7366303219107,50.690439824195,50.6638090135143,50.6445619551236,50.6075866221468,50.5699942477645,50.5396044573838,50.5049774628197,50.4619312906221,50.4223507091878,50.3812563727446,50.3380522066385,50.2995961964309
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Tuvalu,TUV,49.4812201701598,49.6518033468454,49.8178790717036,49.9896565990898,50.1889490348279,50.3531073446328,50.5084745762712,50.6749433441718,50.8859034267913,51.0568793235972,51.2227488151659,51.3831775700935,51.5478164731896,51.6394944128961,51.6285897788788,51.641077502988,51.6863251013638,51.6992981159956,51.6612977450529,51.6064257028112,51.5132351612612,51.3655837201,51.26414427157,51.2021762021762
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Uganda,UGA,48.9194047949566,48.9391388272778,48.96253252582,48.9910504131022,49.0244522930084,49.0595703489814,49.0920639523679,49.1233286592108,49.1552665823267,49.1856813779983,49.2146492605466,49.2431103344218,49.2692021587069,49.2924730896249,49.3179551305093,49.345951726157,49.3730989326783,49.4014429405974,49.4301162255592,49.4576507808782,49.4838024816837,49.50658155147,49.5270635710345,49.5464091947497
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Ukraine,UKR,46.3097758980175,46.2748727479232,46.2417368723382,46.2195626682324,46.1943612538633,46.1591755393699,46.1294138917813,46.1067360080744,46.088698165295,46.0895200240782,46.1094297180878,46.1353637811155,46.1747888934879,46.2169030067451,46.2556997169868,46.2886330801419,46.3080933842229,46.3242581155399,46.3368535895621,46.3247233827781,46.3044355655085,46.2822739859038,45.9190767437164,45.5989437804715
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,United Arab Emirates,ARE,68.3163513450388,68.4330776637587,68.5347948553179,68.6252554450139,68.7086921496021,69.0357587597083,69.9759173080621,71.1962488999806,72.184080409977,72.7945721090543,72.8030855820087,72.4250907121171,72.0646086558417,71.7188611729616,71.387618604947,71.072398599558,70.7746927124546,70.4926702877806,70.2211414252844,69.9528108786508,69.722908375092,69.5348230059438,69.3534004248856,69.1780628317858
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,United Kingdom,GBR,48.7247528434261,48.7534728887909,48.7854475282825,48.8217018132785,48.8590586039025,48.8960728683571,48.9325748268609,48.969278432383,49.0084529125006,49.0455145284692,49.0802037264508,49.1147492409186,49.1512407072468,49.1888337985811,49.2233027875102,49.2577911530115,49.2914689487747,49.3219173101611,49.3501489538489,49.3751469312973,49.3925407169164,49.4026036072362,49.4163794849322,49.434852268343
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,United States,USA,49.2307581008364,49.248569098173,49.2489512372613,49.2457083721875,49.2513518170066,49.2595939795313,49.2647872483373,49.2651732432984,49.262446339064,49.258591808258,49.2549214915752,49.2771611702902,49.3227883928518,49.3658749284219,49.4058809896213,49.4422518085334,49.4774689143399,49.5107209202903,49.5388395467662,49.5629914639393,49.5634381866801,49.537928196194,49.513201337278,49.4991277308883
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Uruguay,URY,48.4457011430571,48.3974408494068,48.3437327325665,48.289651205576,48.2405250043681,48.2152357154806,48.2118315061756,48.2125341467159,48.2169438444471,48.2237670730672,48.2320110264981,48.2418238495114,48.2533913672347,48.2668180930918,48.2825529194831,48.3020543561248,48.3254564021084,48.3505639647011,48.3746332843309,48.394080169548,48.4142421624888,48.4345029273902,48.4508270144216,48.4674161609859
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Uzbekistan,UZB,50.0169063443886,49.9912093596259,49.971754206473,49.9537788760431,49.9368037024542,49.9262778453495,49.9248203064759,49.9272344217509,49.9328916669462,49.9424166040125,49.9549996580372,49.969112921027,49.98312547404,49.994506599523,50.003573476423,50.013869405036,50.022420345618,50.0247106948601,50.0233192569296,50.020753891476,50.0244939429688,50.0327700268847,50.0406351548179,50.0488483316888
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Vanuatu,VUT,50.9345356477191,50.8846188982612,50.8413110698825,50.8004516110355,50.7588667840431,50.7168063520071,50.6784853963028,50.6431058267096,50.6078169881001,50.5688621505367,50.5306514892872,50.4962315057264,50.4618888280033,50.428407719687,50.3995524715942,50.3740440894522,50.3544972424069,50.3395477520251,50.3249265047192,50.3110997227369,50.3014261193192,50.2937609866609,50.287078410969,50.2837019365871
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,"Venezuela, RB",VEN,50.1149779416662,50.0952464093641,50.0758065367441,50.0578290405305,50.038347992504,50.0192678444106,49.9964965789896,49.9697457923581,49.9380052855618,49.9046663973444,49.8759429820392,49.8505833708154,49.8243696918395,49.7990466592942,49.7752047824716,49.750174551247,49.7178241088323,49.6795304375657,49.635577132209,49.5859077292817,49.5385594606025,49.4924710105902,49.4556615971,49.4302147972403
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Viet Nam,VNM,48.9259585639914,48.9598401118087,48.9952358506406,49.030451670787,49.0655764371001,49.1016145311229,49.137733794868,49.1728436387185,49.2061478944164,49.2309921115872,49.2481542256941,49.2650277421562,49.2827318152028,49.300913585528,49.3183114327948,49.3337892543944,49.3467795841505,49.3578374700775,49.3669069781138,49.3736212463163,49.3810733172417,49.3866414391123,49.3969243704066,49.4140874447888
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Virgin Islands (U.S.),VIR,47.7598558025604,47.7251263818677,47.7549315386401,47.7891283274924,47.8251501269404,47.8526685511969,47.8707024428714,47.87760428892,47.8700625457824,47.8345402800868,47.8010589587534,47.779673871824,47.7413073978983,47.6935939572162,47.6296876662507,47.5414141610653,47.4334414949763,47.3142139006981,47.185912297144,47.057306647095,46.9146373031202,46.7644443556364,46.6133815915146,46.4658227848101
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,West Bank and Gaza,PSE,50.3650690424127,50.3216330998818,50.2481956412567,50.1675437844802,50.0899533976374,50.0286485373714,49.9833226193797,49.9476314177066,49.921445445805,49.8986766675266,49.8763362671638,49.855543791392,49.835295534756,49.8183938788274,49.7969284152974,49.7801817503134,49.7747204522222,49.7859686569536,49.8113742306547,49.8355423619209,49.8589572739855,49.8778390584627,49.8936776486113,49.9098158149996
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,"Yemen, Rep.",YEM,50.4143552690204,50.4372381644548,50.45994148821,50.4816656008116,50.5027201030067,50.5225140428273,50.5390120811436,50.5536328848332,50.5688755507951,50.5826920302299,50.5941695799045,50.6052455662494,50.6155325220907,50.6255521327044,50.6351099674475,50.634310713307,50.6256575373603,50.6169644403287,50.5966139635283,50.571319825588,50.5543171385644,50.5385162612133,50.5190313780489,50.4979691478839
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Zambia,ZMB,48.1519109635132,48.2299682377214,48.313646344497,48.3936341232812,48.4769003328554,48.5713976897276,48.6769442964317,48.7847797702852,48.8884433367364,48.9814040109514,49.0563791438075,49.1041450561461,49.1397291140968,49.1739074613573,49.208812188596,49.2382124083669,49.2640072815923,49.2883997240383,49.30908701908,49.3262334813183,49.3383010046379,49.3449510543377,49.3446017082403,49.3388029219819
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Zimbabwe,ZWE,47.5011314209193,47.460468821284,47.4284259090216,47.3876325499171,47.3240960091625,47.2314328150434,47.1909632139518,47.1664344951973,47.1060680632974,47.0495456950853,46.9958926837558,46.9385223232227,46.9178115495196,46.9416739663287,46.9712905534618,47.0001102795442,47.0268954515363,47.0516132999157,47.076238238916,47.0997957095355,47.1306791095611,47.1671534053408,47.214138848495,47.2790916802582
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Africa Eastern and Southern,AFE,49.191156212627,49.209538607483,49.2276348451388,49.2475763966971,49.268402676686,49.2883498260495,49.3091463823013,49.3300059397413,49.3482221766715,49.3617680962968,49.375093786292,49.39042742406,49.4061417568577,49.4226280577018,49.4408327954271,49.4680596560018,49.4810652354978,49.4841415136897,49.4951135261461,49.5040071219869,49.5134550871354,49.5210841812509,49.5276524071927,49.5357862449207
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Africa Western and Central,AFW,50.0038751998994,50.011983146333,50.0238959274036,50.0404240320489,50.0562310129319,50.0696969641513,50.0834041940621,50.0993141788906,50.1151951919809,50.1312909184925,50.1469524299252,50.1600666523317,50.1708317193054,50.18135001114,50.1920874504824,50.203409121147,50.2164863734384,50.2297077462106,50.2416315761442,50.2527312738065,50.2610444977755,50.2675477217692,50.2740312883013,50.280148743994
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Arab World,ARB,51.3375295634907,51.341068612518,51.3441585853874,51.344683903862,51.3369052158888,51.3512469058602,51.4210060762269,51.5254669940118,51.6327810937486,51.7189206513927,51.7567645316518,51.771344278455,51.7860678522491,51.7947452112254,51.8049811266952,51.8450182476238,51.8889812515949,51.8955135243188,51.8819080795745,51.8515321583704,51.7814144633633,51.7109714862927,51.6732276600498,51.6400225400825
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Caribbean small states,CSS,49.6449792302708,49.6660509059719,49.6867505024866,49.6945990151067,49.6784484800978,49.6513740433646,49.6229124094003,49.5936037115396,49.5658477282367,49.5392600561562,49.519305399974,49.5045112029596,49.488754319888,49.4554121010559,49.4003068734215,49.3457194997946,49.292824815326,49.2370181370003,49.2780825779093,49.2705737234393,49.18464289796,49.1665225622731,49.1508733397584,49.1366394569248
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Central Europe and the Baltics,CEB,48.2473194850001,48.2477514047872,48.2360834795807,48.2328862549021,48.2335587449616,48.2367817541066,48.2391719305136,48.2390474046965,48.2419902035833,48.2512941594809,48.2637521313206,48.2775328621644,48.2900014807533,48.2995362797802,48.3109825187304,48.3281785035389,48.3470188500052,48.3655615180149,48.3862978961444,48.4059898607683,48.4130441881809,48.4044321249026,48.4448907583328,48.4841099821128
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Early-demographic dividend,EAR,50.9496879072877,50.9507158021375,50.9506135630734,50.9498072297243,50.9481478455707,50.9456681571387,50.9410036477457,50.933730081664,50.9234427442197,50.9116350916072,50.901391311907,50.8919573517347,50.8824150085206,50.8726639921214,50.8644409780932,50.8553328150624,50.8419243761828,50.8277602206865,50.8146839355134,50.8009882007499,50.7828237503943,50.7611672369922,50.7417542195646,50.7261322166232
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,East Asia & Pacific,EAS,50.6284858783904,50.6343694006209,50.6366793555393,50.6382841766393,50.6397920229897,50.641845281118,50.6444010670311,50.6468887130668,50.6488769483433,50.6495098935292,50.6481513742698,50.6479964108205,50.6493550332815,50.6493920732908,50.6475541960501,50.6438528418927,50.6374405293146,50.6270731737808,50.6135820307583,50.5994142056306,50.5818653956914,50.560138266632,50.5397138231596,50.5207626107019
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,East Asia & Pacific (excluding high income),EAP,50.7639937952157,50.7749345085043,50.7825220637513,50.7893358772699,50.7959765762491,50.8028371130352,50.809323092264,50.8148953291622,50.8195487763964,50.8226126126193,50.8236138336391,50.8241632143665,50.8247642283283,50.8238486715699,50.8211838598414,50.8167956215191,50.8102367816916,50.7998913573106,50.7860027071152,50.7711179646734,50.7518974474399,50.727685562198,50.7049808228905,50.6851253347634
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,50.7910260439913,50.8016532349854,50.8089037753418,50.8154554672011,50.8219048277382,50.8285742679027,50.8348677007905,50.8402407094027,50.8446800153565,50.8474899401185,50.8481373728891,50.8482228302585,50.8482680417927,50.8467229653483,50.8433647485736,50.8381807687461,50.8307469301997,50.8194834488905,50.8046584742609,50.7888408816556,50.7686514849356,50.7434561451454,50.7198927598496,50.6993199480049
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Euro area,EMU,48.6373720152392,48.6389634884273,48.6469820207066,48.6622640591654,48.6811869559661,48.7019068990234,48.7192390086661,48.7356389611379,48.7511057104763,48.7604722957636,48.7662036407681,48.7720080930183,48.7815177901803,48.7917646024541,48.8023424348687,48.820675088819,48.8417831942297,48.8595056497986,48.875109931511,48.8857900200154,48.8926360443393,48.8974466499477,48.9033566539236,48.911366882518
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Europe & Central Asia,ECS,48.2911233201527,48.2895183260121,48.2882082597269,48.2896225726649,48.2911365097551,48.2928443685664,48.2960986310285,48.304852310827,48.3184902721971,48.3319734816788,48.3476122433327,48.3651375656226,48.3855219974528,48.4066535630949,48.4271027939257,48.4488603867592,48.4707508920336,48.4905751199408,48.5091795947968,48.5237044624029,48.5310592494268,48.5338371701648,48.5460878973588,48.5502006609419
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Europe & Central Asia (excluding high income),ECA,48.5616514592074,48.5638248776961,48.567355007511,48.5735287129643,48.5809228514008,48.5876555529617,48.5963891385227,48.6062389842855,48.6209683926016,48.6392898258915,48.6632641527871,48.6881870968029,48.7124996837165,48.738152864979,48.7643300451865,48.7868750647126,48.8062528557525,48.8236311992707,48.8396937504069,48.8501042857396,48.8534172215982,48.8549296380309,48.8671842687026,48.838116907566
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,47.9164794410213,47.9053337577189,47.8886561211601,47.8711409295613,47.8507611178798,47.8286862128056,47.8117153246582,47.8048931804739,47.8085990613942,47.8190980355404,47.8381800987465,47.8619141685116,47.8865187123448,47.9125954548379,47.9374693690587,47.9586432801163,47.9777002920995,47.99602743252,48.0141472127193,48.0287123324755,48.0333881664019,48.0332342367147,48.0385495415852,48.0308175953974
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,European Union,EUU,48.6134246333367,48.6168229405089,48.6219032318428,48.6340726213661,48.6495807848915,48.666957265093,48.6815967152801,48.695322504026,48.7089463426573,48.7184991546132,48.7255826573508,48.7327677021054,48.7429241179624,48.7530480567721,48.763848426873,48.7815809420572,48.801576991927,48.8187456127475,48.834599355698,48.8464316672123,48.8526744935542,48.8549078460245,48.8698583213018,48.8846911885899
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Fragile and conflict affected situations,FCS,49.6825310684892,49.6956887025714,49.7099119518712,49.723128147469,49.7340539016441,49.7428243047,49.7534008566661,49.7655836745732,49.7782843324305,49.7923668037341,49.8069329237496,49.8216447690729,49.8359480672902,49.8487386602662,49.860448528549,49.870288810722,49.8786413978749,49.8862454086519,49.8925026160549,49.8971682594994,49.9017231982577,49.9050624861718,49.914675831725,49.9107536233759
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Heavily indebted poor countries (HIPC),HPC,49.6733763646384,49.6800076811639,49.6892934726091,49.7029754347353,49.7160410296442,49.7279292560877,49.7399025509052,49.7519343598294,49.7620994010248,49.7687873695633,49.775929571624,49.7842772380246,49.7915797726909,49.7992086109667,49.8069194360257,49.8165572361912,49.8275520734843,49.8370297311098,49.8432558557803,49.8464118238643,49.8486793383319,49.8494799573334,49.8487546480484,49.8490013325287
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,High income,HIC,49.0014127953123,49.0059117103916,49.004540363741,49.0025579457067,49.0014308630409,49.0085347510345,49.0319071007279,49.0686442455601,49.1097732065342,49.1445413266356,49.1656586428892,49.1885355606475,49.221561347065,49.2530437418625,49.2811202555117,49.3193046213014,49.3606862426018,49.3897851224014,49.4125270144449,49.4270403961779,49.4169520811002,49.3972880749474,49.395299644715,49.3969689238009
